-8.79483	1.50097e-46
-8.74483	4.94146e-46
-8.69483	1.61581e-45
-8.64483	5.24776e-45
-8.59483	1.69281e-44
-8.54483	5.42364e-44
-8.49483	1.72593e-43
-8.44483	5.45514e-43
-8.39483	1.71253e-42
-8.34483	5.33973e-42
-8.29483	1.65368e-41
-8.24483	5.08665e-41
-8.19483	1.55404e-40
-8.14483	4.71566e-40
-8.09483	1.42126e-39
-8.04483	4.25453e-39
-7.99483	1.26497e-38
-7.94483	3.73559e-38
-7.89483	1.09569e-37
-7.84483	3.19202e-37
-7.79483	9.23621e-37
-7.74483	2.65443e-36
-7.69483	7.57701e-36
-7.64483	2.1482e-35
-7.59483	6.04924e-35
-7.54483	1.69191e-34
-7.49483	4.70004e-34
-7.44483	1.29681e-33
-7.39483	3.55387e-33
-7.34483	9.67332e-33
-7.29483	2.61517e-32
-7.24483	7.0222e-32
-7.19483	1.87282e-31
-7.14483	4.961e-31
-7.09483	1.30524e-30
-7.04483	3.41086e-30
-6.99483	8.8529e-30
-6.94483	2.28222e-29
-6.89483	5.84356e-29
-6.84483	1.4861e-28
-6.79483	3.75378e-28
-6.74483	9.41756e-28
-6.69483	2.3467e-27
-6.64483	5.808e-27
-6.59483	1.42773e-26
-6.54483	3.48589e-26
-6.49483	8.45341e-26
-6.44483	2.0361e-25
-6.39483	4.87099e-25
-6.34483	1.1574e-24
-6.29483	2.73149e-24
-6.24483	6.40275e-24
-6.19483	1.49067e-23
-6.14483	3.44705e-23
-6.09483	7.91704e-23
-6.04483	1.80604e-22
-5.99483	4.09206e-22
-5.94483	9.20885e-22
-5.89483	2.05835e-21
-5.84483	4.56964e-21
-5.79483	1.00762e-20
-5.74483	2.20677e-20
-5.69483	4.80031e-20
-5.64483	1.03713e-19
-5.59483	2.22558e-19
-5.54483	4.74355e-19
-5.49483	1.00419e-18
-5.44483	2.11142e-18
-5.39483	4.40945e-18
-5.34483	9.14627e-18
-5.29483	1.88431e-17
-5.24483	3.85578e-17
-5.19483	7.83646e-17
-5.14483	1.5819e-16
-5.09483	3.17165e-16
-5.04483	6.31601e-16
-4.99483	1.24925e-15
-4.94483	2.45418e-15
-4.89483	4.78864e-15
-4.84483	9.28044e-15
-4.79483	1.78638e-14
-4.74483	3.4153e-14
-4.69483	6.48535e-14
-4.64483	1.22317e-13
-4.59483	2.29135e-13
-4.54483	4.26329e-13
-4.49483	7.87859e-13
-4.44483	1.44611e-12
-4.39483	2.63635e-12
-4.34483	4.77371e-12
-4.29483	8.58534e-12
-4.24483	1.53359e-11
-4.19483	2.72088e-11
-4.14483	4.79469e-11
-4.09483	8.39191e-11
-4.04483	1.45885e-10
-3.99483	2.5189e-10
-3.94483	4.31976e-10
