-8.79483	0
-8.74483	2.27399e-49
-8.69483	9.40656e-49
-8.64483	3.63498e-48
-8.59483	1.38619e-47
-8.54483	5.23449e-47
-8.49483	1.9578e-46
-8.44483	7.25304e-46
-8.39483	2.6616e-45
-8.34483	9.6749e-45
-8.29483	3.48373e-44
-8.24483	1.24265e-43
-8.19483	4.39108e-43
-8.14483	1.53717e-42
-8.09483	5.33109e-42
-8.04483	1.83173e-41
-7.99483	6.23554e-41
-7.94483	2.10311e-40
-7.89483	7.02811e-40
-7.84483	2.32711e-39
-7.79483	7.63494e-39
-7.74483	2.4821e-38
-7.69483	7.99592e-38
-7.64483	2.5525e-37
-7.59483	8.07461e-37
-7.54483	2.53133e-36
-7.49483	7.86427e-36
-7.44483	2.42138e-35
-7.39483	7.38878e-35
-7.34483	2.2346e-34
-7.29483	6.69818e-34
-7.24483	1.99001e-33
-7.19483	5.86008e-33
-7.14483	1.71048e-32
-7.09483	4.94886e-32
-7.04483	1.41932e-31
-6.99483	4.03509e-31
-6.94483	1.1372e-30
-6.89483	3.17715e-30
-6.84483	8.79979e-30
-6.79483	2.41629e-29
-6.74483	6.57781e-29
-6.69483	1.77533e-28
-6.64483	4.75063e-28
-6.59483	1.26041e-27
-6.54483	3.31567e-27
-6.49483	8.64847e-27
-6.44483	2.2368e-26
-6.39483	5.7365e-26
-6.34483	1.45884e-25
-6.29483	3.67893e-25
-6.24483	9.20023e-25
-6.19483	2.28165e-24
-6.14483	5.61155e-24
-6.09483	1.36871e-23
-6.04483	3.3109e-23
-5.99483	7.9432e-23
-5.94483	1.89004e-22
-5.89483	4.46047e-22
-5.84483	1.04409e-21
-5.79483	2.4241e-21
-5.74483	5.5825e-21
-5.69483	1.27522e-20
-5.64483	2.88951e-20
-5.59483	6.49471e-20
-5.54483	1.44811e-19
-5.49483	3.20301e-19
-5.44483	7.02811e-19
-5.39483	1.52987e-18
-5.34483	3.30378e-18
-5.29483	7.0782e-18
-5.24483	1.50451e-17
-5.19483	3.17278e-17
-5.14483	6.63842e-17
-5.09483	1.37809e-16
-5.04483	2.83852e-16
-4.99483	5.80111e-16
-4.94483	1.17638e-15
-4.89483	2.36705e-15
-4.84483	4.72609e-15
-4.79483	9.36349e-15
-4.74483	1.84087e-14
-4.69483	3.59144e-14
-4.64483	6.95315e-14
-4.59483	1.33588e-13
-4.54483	2.54707e-13
-4.49483	4.81951e-13
-4.44483	9.05035e-13
-4.39483	1.68669e-12
-4.34483	3.11975e-12
-4.29483	5.727e-12
-4.24483	1.04344e-11
-4.19483	1.88687e-11
-4.14483	3.3866e-11
-4.09483	6.03309e-11
-4.04483	1.06678e-10
-3.99483	1.87231e-10
-3.94483	3.26178e-10
-3.89483	5.64045e-10
-3.84483	9.68191e-10
-3.79483	1.64969e-09
-3.74483	2.79028e-09
-3.69483	4.68492e-09
-3.64483	7.80856e-09
-3.59483	1.292e-08
-3.54483	2.12217e-08
-3.49483	3.46046e-08
-3.44483	5.60182e-08
-3.39483	9.00265e-08
-3.34483	1.43636e-07
-3.29483	2.27519e-07
-3.24483	3.57797e-07
-3.19483	5.58632e-07
-3.14483	8.65946e-07
-3.09483	1.33272e-06
