0.000000e+00	1.000000e+00	
6.211180e-03	9.864882e-01	
1.242236e-02	9.731289e-01	
1.863354e-02	9.599202e-01	
2.484472e-02	9.468604e-01	
3.105590e-02	9.339476e-01	
3.726708e-02	9.211802e-01	
4.347826e-02	9.085564e-01	
4.968944e-02	8.960744e-01	
5.590062e-02	8.837327e-01	
6.211180e-02	8.715294e-01	
6.832298e-02	8.594631e-01	
7.453416e-02	8.475320e-01	
8.074534e-02	8.357346e-01	
8.695652e-02	8.240693e-01	
9.316770e-02	8.125345e-01	
9.937888e-02	8.011287e-01	
1.055901e-01	7.898503e-01	
1.118012e-01	7.786979e-01	
1.180124e-01	7.676700e-01	
1.242236e-01	7.567651e-01	
1.304348e-01	7.459818e-01	
1.366460e-01	7.353186e-01	
1.428571e-01	7.247742e-01	
1.490683e-01	7.143471e-01	
1.552795e-01	7.040360e-01	
1.614907e-01	6.938396e-01	
1.677019e-01	6.837564e-01	
1.739130e-01	6.737853e-01	
1.801242e-01	6.639248e-01	
1.863354e-01	6.541737e-01	
1.925466e-01	6.445308e-01	
1.987578e-01	6.349947e-01	
2.049689e-01	6.255643e-01	
2.111801e-01	6.162384e-01	
2.173913e-01	6.070157e-01	
2.236025e-01	5.978951e-01	
2.298137e-01	5.888753e-01	
2.360248e-01	5.799553e-01	
2.422360e-01	5.711339e-01	
2.484472e-01	5.624100e-01	
2.546584e-01	5.537824e-01	
2.608696e-01	5.452501e-01	
2.670807e-01	5.368121e-01	
2.732919e-01	5.284671e-01	
2.795031e-01	5.202143e-01	
2.857143e-01	5.120526e-01	
2.919255e-01	5.039808e-01	
2.981366e-01	4.959981e-01	
3.043478e-01	4.881035e-01	
3.105590e-01	4.802959e-01	
3.167702e-01	4.725744e-01	
3.229814e-01	4.649381e-01	
3.291925e-01	4.573860e-01	
3.354037e-01	4.499171e-01	
3.416149e-01	4.425306e-01	
3.478261e-01	4.352256e-01	
3.540373e-01	4.280012e-01	
3.602484e-01	4.208565e-01	
3.664596e-01	4.137906e-01	
3.726708e-01	4.068027e-01	
3.788820e-01	3.998920e-01	
3.850932e-01	3.930576e-01	
3.913043e-01	3.862987e-01	
3.975155e-01	3.796145e-01	
4.037267e-01	3.730043e-01	
4.099379e-01	3.664671e-01	
4.161491e-01	3.600024e-01	
4.223602e-01	3.536092e-01	
4.285714e-01	3.472869e-01	
4.347826e-01	3.410348e-01	
4.409938e-01	3.348520e-01	
4.472050e-01	3.287379e-01	
4.534161e-01	3.226918e-01	
4.596273e-01	3.167130e-01	
4.658385e-01	3.108008e-01	
4.720497e-01	3.049546e-01	
4.782609e-01	2.991736e-01	
4.844720e-01	2.934572e-01	
4.906832e-01	2.878048e-01	
4.968944e-01	2.822158e-01	
5.031056e-01	2.766894e-01	
5.093168e-01	2.712252e-01	
5.155280e-01	2.658225e-01	
5.217391e-01	2.604807e-01	
5.279503e-01	2.551992e-01	
5.341615e-01	2.499774e-01	
5.403727e-01	2.448149e-01	
5.465839e-01	2.397109e-01	
5.527950e-01	2.346651e-01	
5.590062e-01	2.296768e-01	
5.652174e-01	2.247455e-01	
5.714286e-01	2.198707e-01	
5.776398e-01	2.150518e-01	
5.838509e-01	2.102884e-01	
5.900621e-01	2.055801e-01	
5.962733e-01	2.009262e-01	
6.024845e-01	1.963263e-01	
