0.000000e+00	-inf	-inf
-1.908485e+00	9.542425e-01	-inf
-2.206826e+00	3.010300e-01	-inf
-2.382017e+00	9.542425e-01	-inf
-2.506505e+00	2.703291e+00	-inf
-2.603144e+00	1.230449e+00	-inf
-2.682145e+00	6.020600e-01	-inf
-2.748963e+00	3.010300e-01	-inf
-2.806858e+00	3.010300e-01	-inf
-2.857935e+00	1.278754e+00	-inf
-2.903633e+00	4.771213e-01	-inf
-2.944976e+00	4.771213e-01	-inf
-2.982723e+00	1.000000e+00	-inf
-3.017451e+00	3.010300e-01	-inf
-3.049606e+00	1.361728e+00	-inf
-3.079543e+00	3.010300e-01	-inf
-3.107549e+00	1.000000e+00	-inf
-3.133858e+00	3.010300e-01	-inf
-3.158664e+00	1.146128e+00	-inf
-3.182129e+00	3.010300e-01	-inf
-3.204391e+00	1.662758e+00	-inf
-3.225568e+00	3.010300e-01	-inf
-3.245759e+00	7.781513e-01	-inf
-3.265054e+00	4.771213e-01	-inf
-3.283527e+00	4.771213e-01	-inf
-3.301247e+00	8.450980e-01	-inf
-3.318272e+00	3.010300e-01	-inf
-3.334655e+00	9.030900e-01	-inf
-3.350442e+00	4.771213e-01	-inf
-3.365675e+00	4.771213e-01	-inf
-3.380392e+00	1.397940e+00	-inf
-3.394627e+00	3.010300e-01	-inf
-3.408410e+00	4.771213e-01	-inf
-3.421768e+00	8.450980e-01	-inf
-3.434729e+00	3.010300e-01	-inf
-3.447313e+00	6.020600e-01	-inf
-3.459543e+00	7.781513e-01	-inf
-3.471438e+00	3.010300e-01	-inf
-3.483016e+00	6.020600e-01	-inf
-3.494294e+00	7.781513e-01	-inf
-3.505286e+00	3.010300e-01	-inf
-3.516006e+00	4.771213e-01	-inf
-3.526469e+00	1.041393e+00	-inf
-3.536685e+00	3.010300e-01	-inf
-3.546666e+00	4.771213e-01	-inf
-3.556423e+00	2.096910e+00	-inf
-3.565966e+00	4.771213e-01	-inf
-3.575303e+00	3.010300e-01	-inf
-3.584444e+00	8.450980e-01	-inf
-3.593397e+00	6.989700e-01	-inf
-3.602169e+00	3.010300e-01	-inf
-3.610767e+00	4.771213e-01	-inf
-3.619198e+00	1.643453e+00	-inf
-3.627468e+00	4.771213e-01	-inf
-3.635584e+00	3.010300e-01	-inf
-3.643551e+00	6.989700e-01	-inf
-3.651375e+00	8.450980e-01	-inf
-3.659060e+00	3.010300e-01	-inf
-3.666612e+00	3.010300e-01	-inf
-3.674034e+00	9.542425e-01	-inf
-3.681332e+00	6.989700e-01	-inf
-3.688509e+00	3.010300e-01	-inf
-3.695569e+00	4.771213e-01	-inf
